styleID,ystyleID
5103,5834
2901,5835
2912,5836
4672,5889
4673,5891
2881,5892
3600,5894
4193,5896
4148,5897
3575,5909
4105,5910
4107,5911
4108,5912
4111,5913
3812,5919
3946,5922
3945,5923
3944,5924
4199,5929
3994,5932
3200,5941
3193,5946
4142,5947
2843,5948
3727,5951
3729,5953
3728,5954
3115,5965
3114,5966
3113,5967
1370,5970
3779,5982
3780,5983
2657,6005
3752,6006
2494,6007
2335,6008
3832,6010
4220,6011
3416,6012
3833,6013
804,6038
1937,6039
2538,6044
2540,6045
1612,6052
1614,6054
979,6065
1657,6067
1658,6068
1659,6069
2068,6072
2022,6073
2935,6075
2963,6076
2962,6077
1846,6166
2275,6168
1535,6245
2288,6249
1000689,6292
171,6321
1069,6322
1953,6324
2019,6327
2133,6328
2017,6329
2135,6330
1946,6344
1947,6345
1950,6347
1951,6349
2065,6350
2064,6351
1826,6365
2181,6367
2606,6392
2446,6393
6756,6394
5912,6434
6736,6440
2173,6459
2183,6460
2172,6461
6793,6463
6848,6466
2204,6469
2687,6475
6611,6487
1544,6492
1855,6494
2575,6497
2240,6526
6832,6726
13291,6787
4328,6870
4330,6879
4162,6882
4484,6883
4377,6941
4334,6949
13285,6951
13280,6953
4392,6959
4307,6961
4306,6962
4284,6963
4339,6964
4340,6965
4341,6966
4342,6967
4343,6968
4344,6970
3859,6978
4277,6989
4278,6990
4441,6994
4442,6995
4443,6996
4444,6997
4445,7000
4446,7001
4448,7002
4447,7003
4430,7005
4449,7007
4426,7011
4425,7012
4274,7013
4275,7014
4276,7015
4401,7019
4402,7038
4403,7039
4404,7040
4865,7067
4765,7070
4762,7071
4764,7072
4309,7075
4066,7076
4121,7077
4525,7078
4524,7079
4707,7084
4454,7093
4453,7094
4469,7095
4535,7096
4536,7098
4537,7099
4538,7100
4539,7101
3883,7125
4487,7126
4486,7127
4422,7135
4421,7136
4485,7137
4593,7155
5102,7156
4500,7158
5115,7159
4335,7160
4356,7161
4357,7163
4358,7164
4359,7165
4577,7175
5622,7195
4787,7198
4245,7199
4639,7209
4662,7210
4290,7214
3763,7235
3823,7236
3815,7237
2433,7240
4901,7242
4903,7243
4637,7250
4641,7251
4640,7252
2607,7255
4583,7262
4292,7263
4681,7264
4683,7265
4684,7266
4682,7267
5048,7269
4336,7270
5050,7271
5035,7272
1000701,7274
1000686,7277
1000700,7278
1000691,7279
1000702,7281
1000687,7282
1000688,7283
4657,7292
4656,7293
4573,7296
4571,7298
4717,7299
4630,7303
4721,7305
4725,7306
4720,7307
1405,7317
3716,7330
4714,7331
4715,7332
4146,7334
4381,7337
4760,7355
3492,7372
3536,7373
3489,7374
3490,7375
4251,7376
4252,7377
4771,7391
1000712,7393
4620,7402
4619,7404
3947,7411
3952,7412
3954,7413
3955,7414
3956,7415
3949,7416
4265,7421
4642,7427
2942,7432
2943,7434
3528,7440
4808,7443
4810,7444
4814,7445
4812,7446
4716,7447
4809,7448
4811,7449
4813,7450
4836,7453
4835,7454
4629,7455
4834,7456
4833,7457
4176,7466
4848,7467
4338,7468
4849,7469
4850,7470
4851,7471
4685,7475
4846,7476
4845,7477
4847,7478
4788,7507
4982,7508
4983,7509
5791,7510
4883,7511
4882,7512
4902,7513
4904,7514
4905,7515
4911,7519
4912,7520
4713,7521
4257,7534
4671,7537
4371,7538
4929,7547
4913,7548
3714,7563
3715,7564
4768,7565
16369,7568
4965,7572
4948,7573
4949,7574
4953,7575
3680,7591
4858,7595
5128,7596
4987,7599
4989,7600
4990,7601
4992,7602
4993,7603
5006,7929
5010,7935
5011,7936
2121,7953
2124,7954
5763,7955
2125,7956
10141,8006
5180,8015
5187,8016
5181,8017
5182,8018
5197,8019
5198,8020
5199,8021
5200,8022
5085,8024
5086,8025
5087,8026
5089,8028
5090,8029
5092,8031
5079,8032
5059,8043
5060,8044
5062,8045
5063,8046
5064,8047
5065,8048
5068,8050
5069,8051
5070,8052
5104,8053
3075,8054
5049,8095
5225,8096
13290,8106
13289,8107
13287,8109
13284,8112
5178,8128
3879,8129
5194,8138
4916,8139
4910,8140
4549,8148
3951,8151
3948,8152
3950,8153
5209,8154
4587,8157
4588,8158
4589,8163
4590,8164
5154,8168
5220,8176
4095,8197
5169,8212
13276,8221
6884,8231
4019,8232
5212,8244
5213,8245
5214,8246
5216,8247
5215,8248
5217,8249
5231,8259
5232,8260
4562,8261
5252,8262
5253,8263
3897,8264
5257,8266
5266,8274
5571,8275
5267,8276
5001,8277
5094,8278
5096,8279
5098,8280
5100,8281
5095,8283
5097,8284
5099,8285
5101,8286
5093,8287
5761,8290
5762,8291
2122,8292
5764,8293
5279,8298
5285,8299
5280,8300
5281,8301
5286,8302
5002,8303
5282,8304
5283,8305
5287,8306
5284,8307
4563,8313
5295,8315
4580,8316
5296,8317
5297,8318
3892,8319
4958,8320
5433,8322
5185,8334
5184,8336
5385,8341
5386,8342
4976,8345
4975,8346
4705,8348
5358,8350
4471,8351
7450,8352
4843,8353
5373,8359
5336,8364
5936,8369
5133,8374
5134,8375
4699,8376
5389,8377
5434,8391
5435,8392
5436,8394
5437,8396
5438,8397
5439,8398
5432,8399
5409,8400
5464,8412
5425,8413
5633,8417
5634,8419
5635,8420
5354,8421
6688,8425
7481,8426
5908,8427
5848,8434
5845,8435
5427,8440
5428,8441
5456,8443
5457,8444
3663,8450
5809,8454
5467,8480
5364,8481
5651,8485
5463,8511
5465,8512
3922,8513
5204,8527
5485,8531
5488,8532
5403,8536
5429,8537
5430,8538
6860,8551
5847,8614
5693,8615
3953,8616
3547,8623
5067,8627
5318,8632
5518,8634
2504,8643
5529,8647
5528,8648
4751,8649
5534,8653
5536,8672
4572,8681
4963,8682
5556,8683
5523,8700
5524,8701
5303,8702
5522,8703
5526,8704
5525,8705
5195,8706
5196,8707
4084,8708
5900,8724
5592,8725
5591,8726
5576,8732
5577,8733
6435,8747
5583,8748
5584,8749
5585,8750
4570,8755
4586,8756
5581,8762
5582,8763
4740,8781
5807,8794
5808,8795
5628,8798
5815,8799
5629,8802
5636,8808
5646,8815
5647,8816
5648,8817
5649,8818
5565,8820
9382,8825
5657,8847
5659,8848
4625,8849
5630,8850
5654,8851
5655,8852
5656,8853
6108,8862
5797,8885
5798,8886
1000177,8899
1000178,8900
1000179,8901
5487,8903
5703,8904
5704,8905
5705,8906
5706,8907
5929,8909
5758,8910
5227,8911
19097,8913
19098,8914
6528,8915
2154,8929
5632,8934
5642,8935
5353,8936
5643,8937
7819,8942
6136,8944
5740,8945
5711,8946
5242,8947
5707,8951
5708,8952
1322,8955
2187,8957
5700,8995
758,9035
5684,9066
5802,9070
5804,9071
2979,9082
2978,9083
4763,9088
5774,9089
5775,9090
5779,9091
5782,9092
5783,9093
5781,9094
5780,9095
5778,9096
5777,9097
5776,9098
3242,9100
5895,9107
5747,9108
5846,9126
5849,9127
5692,9128
5850,9129
5864,9131
5402,9138
5838,9141
5839,9144
5840,9145
5843,9146
5844,9147
5869,9148
5870,9149
5871,9150
5872,9151
5873,9152
5874,9153
5875,9154
5904,9160
4908,9161
5152,9162
5153,9163
5151,9164
4531,9165
5406,9171
5901,9172
5902,9173
5903,9174
5888,9175
5887,9176
5886,9177
5889,9178
5890,9179
5909,9181
5852,9184
5851,9185
5245,9186
5857,9187
5856,9188
5855,9189
5247,9190
5860,9191
5859,9192
5246,9193
7011,9198
7266,9204
5911,9206
5910,9207
5405,9208
5932,9218
5933,9219
5934,9220
5935,9221
5921,9222
5914,9224
5913,9225
5916,9226
5918,9227
5919,9228
5920,9229
2664,9230
3131,9231
4196,9232
5967,9239
5960,9240
5961,9241
5962,9242
4533,9266
1000533,9278
5608,9281
5609,9282
6282,9325
5988,9326
6305,9327
6298,9328
5991,9329
5992,9330
5993,9331
6006,9332
4994,9333
6008,9334
5210,9335
6010,9336
5735,9337
6011,9338
6012,9340
6004,9342
6005,9343
8321,9362
6082,9398
6083,9399
6084,9400
6085,9401
6086,9402
6087,9403
6088,9404
6109,9409
6110,9410
5340,9411
1000710,9417
1000181,9426
1000176,9427
5915,9472
6155,9473
6156,9474
6184,9477
6185,9479
6188,9480
6187,9481
6090,9483
6091,9484
6092,9485
6093,9486
5404,9487
5666,9496
5665,9497
2588,9508
6197,9509
6199,9510
6198,9511
6200,9512
6201,9513
6202,9514
6203,9515
6137,9517
6241,9540
6244,9541
7267,9566
4979,9570
5388,9585
6316,9586
5170,9587
6278,9588
6279,9589
6280,9590
6281,9591
6289,9592
6290,9593
6292,9594
6294,9595
6296,9596
6297,9597
6287,9598
6288,9599
6291,9600
6293,9601
6295,9602
1000527,9606
6299,9607
6154,9608
6179,9609
6139,9610
6322,9611
6616,9620
6617,9621
5994,9632
5989,9633
6307,9634
5990,9635
6306,9636
5906,9648
6157,9658
6381,9660
6382,9661
6383,9662
6384,9663
6385,9664
6386,9665
6387,9666
6388,9667
5650,9668
6450,9680
6432,9682
6251,9691
6235,9692
6449,9699
13159,9714
13160,9715
13162,9716
6532,9736
6535,9738
6534,9739
6533,9740
6562,9741
6555,9742
6563,9743
6538,9744
6540,9745
6856,9747
7114,9748
5264,9750
6520,9761
6358,9791
6338,9792
6339,9793
6333,9794
6340,9795
6253,9810
6254,9811
6613,9824
6614,9825
6615,9826
6178,9832
6474,9846
7238,9847
6623,9853
6624,9854
6625,9855
5341,9856
5302,9868
6513,9869
6514,9870
6512,9871
5274,9872
6717,9877
6718,9878
6719,9879
6720,9880
6724,9882
6723,9883
6722,9884
6667,9885
5415,9886
6650,9887
6651,9888
6654,9889
6653,9890
6652,9891
6318,9892
6655,9893
6319,9894
6705,9900
6706,9901
6707,9902
6708,9903
5355,9904
6728,9905
6729,9906
6730,9907
5205,9912
6951,9914
5150,9917
5208,9918
5149,9919
6703,9920
6397,9925
6398,9926
6394,9928
6395,9929
6972,9930
7048,9931
7049,9933
6463,9937
6464,9938
6956,9941
6603,9942
6955,9943
6959,9944
6957,9945
6958,9946
4385,9948
4384,9949
6899,9951
6931,9952
6941,9957
6942,9958
6066,9959
6952,9960
6990,9962
6416,9963
6966,9964
6662,9965
6967,9966
6671,9967
5174,9976
5175,9977
5176,9978
5177,9979
7010,10001
5769,10002
7045,10021
7046,10022
7029,10040
7030,10041
7909,10042
7910,10043
7911,10044
7912,10045
6075,10047
7059,10048
6586,10049
7060,10050
7061,10051
7069,10052
7071,10053
7067,10054
7065,10055
7068,10056
7066,10057
6467,10058
5339,10062
6631,10063
6927,10064
6630,10065
6926,10066
7097,10078
7098,10079
7099,10080
5694,10081
6881,10091
4718,10092
6715,10156
6710,10157
6716,10158
7181,10159
7182,10160
7183,10161
7184,10162
7185,10163
7186,10164
7187,10165
7188,10166
7189,10167
7190,10168
7191,10169
7510,10170
7204,10174
7207,10175
7208,10176
6554,10177
7253,10180
7250,10182
7249,10183
7251,10184
7252,10185
7254,10186
6558,10187
7205,10192
7206,10193
6882,10198
7275,10199
7276,10204
4089,10236
3838,10237
3839,10238
6327,10258
6515,10280
1286,10295
7220,10315
7221,10323
7222,10325
3737,10329
3174,10358
3173,10359
3172,10360
3171,10361
5788,10390
4621,10400
2379,10457
9287,10458
9286,10459
7160,10460
7286,10518
3005,10519
7287,10521
7288,10522
7343,10615
7427,10616
7461,10617
7460,10618
7459,10619
5638,10622
7342,10675
7361,10676
4308,10677
7365,10681
7416,10682
7384,10683
7385,10684
7291,10685
5342,10687
7362,10692
7363,10693
7364,10694
7541,10702
7463,10714
7464,10715
7465,10716
7391,10728
7392,10729
7393,10730
7394,10731
7387,10732
7395,10733
7396,10734
7397,10735
7398,10736
7411,10738
7412,10739
7425,10740
7426,10741
5259,10761
8779,10762
7415,10765
4408,10766
4411,10767
6516,10768
7420,10769
7428,10770
7432,10771
7434,10772
7435,10773
7430,10774
7433,10775
7444,10779
7445,10780
7446,10781
7447,10782
7468,10783
7466,10784
12332,10786
12334,10787
7390,10788
12327,10789
12330,10790
7438,10792
3695,10793
7484,10797
7486,10798
7157,10808
7490,10809
7498,10810
7499,10811
7500,10812
7501,10813
7475,10814
7474,10815
7502,10816
7470,10819
7505,10820
5416,10824
7511,10826
7515,10833
6857,10836
7653,10837
7654,10838
7655,10839
7537,10840
7787,10848
7636,10849
7633,10850
7635,10851
7631,10852
7629,10853
7512,10854
7581,10866
7345,10871
7346,10872
7348,10873
7347,10874
7514,10881
5938,10905
7659,10906
7660,10907
7735,10916
3834,10939
7556,10940
7745,10945
9629,10946
7172,10947
7168,10948
6433,10949
6443,10950
6436,10951
6444,10952
6441,10953
6445,10954
6442,10955
6446,10956
6447,10957
6448,10958
4418,10959
7627,10960
7628,10961
7630,10962
7632,10963
7634,10964
7637,10965
7638,10966
2227,10985
5922,10986
8140,10989
7761,10990
7925,10991
7769,10992
7770,10993
7926,10994
7930,10995
7928,10996
7899,10997
7900,10998
6893,11002
7784,11019
6918,11020
8019,11021
8020,11022
7719,11048
7366,11049
7707,11050
6418,11053
5759,11063
7804,11064
7805,11065
7437,11066
7783,11069
7781,11070
7782,11074
7820,11081
7821,11082
7822,11083
5677,11084
7823,11085
7824,11086
5955,11087
4727,11088
4726,11089
540,11094
6737,11111
9806,11119
7888,11121
6332,11136
7891,11138
7892,11139
7893,11140
7894,11141
7895,11142
7896,11143
7897,11144
7898,11145
6396,11146
6399,11147
7577,11148
6331,11149
7578,11150
7902,11151
6502,11152
6503,11153
6504,11154
6451,11158
14177,11162
8280,11163
8388,11167
8387,11168
8358,11170
7907,11174
7908,11175
6923,11204
7901,11205
7931,11206
7929,11207
7668,11208
7933,11209
7934,11210
7935,11211
7936,11212
6574,11213
6575,11214
7449,11215
7018,11216
7451,11217
7452,11218
7017,11219
7163,11222
15168,11232
7732,11234
7940,11236
5066,11237
7941,11238
6689,11239
7994,11250
7488,11252
7996,11253
7998,11254
7576,11264
7284,11266
7388,11267
7678,11270
7966,11275
7371,11276
7967,11280
7642,11315
7927,11316
7924,11317
8009,11325
8011,11326
8012,11327
8013,11328
8014,11329
8010,11330
8015,11331
8016,11332
8017,11333
8018,11334
1000855,11341
1000856,11342
1000857,11343
7993,11345
7992,11346
6640,11350
7698,11357
8162,11358
8163,11359
8164,11360
7771,11366
7772,11367
4747,11370
8557,11375
6495,11382
8317,11387
10607,11388
7327,11389
7595,11394
8100,11395
2226,11398
2311,11402
1000858,11408
9415,11411
8007,11412
8006,11413
7606,11414
8008,11415
7111,11416
8087,11417
8088,11418
8082,11419
8083,11420
8105,11452
8106,11453
1000396,11455
1000397,11456
1001900,11463
8107,11467
8109,11468
8110,11469
8111,11470
8123,11483
8124,11484
8118,11485
8119,11486
8120,11487
7710,11488
8121,11489
8125,11490
6135,11499
8230,11501
8231,11502
8232,11503
2863,11505
3197,11506
3206,11507
2289,11508
1536,11510
8108,11511
8113,11519
8021,11527
8029,11528
8145,11532
5940,11533
7700,11534
8023,11535
8597,11539
8598,11540
5219,11542
8342,11543
9551,11544
8158,11546
5218,11547
8159,11548
8178,11553
8179,11554
8160,11555
8161,11556
8167,11565
8168,11566
8169,11567
8170,11568
8171,11569
8172,11570
7588,11571
24046,11575
7033,11576
7410,11578
8174,11579
8176,11580
6960,11621
9288,11623
6961,11624
6962,11625
1001442,11634
1001444,11635
1001445,11636
1001446,11637
1001447,11638
1001448,11639
1001449,11640
1001450,11641
1001443,11642
8206,11663
15939,11669
8229,11690
7424,11691
7436,11692
8236,11693
8239,11694
8240,11695
8246,11697
8247,11698
6582,11699
8318,11700
1000816,11706
1000859,11707
1000847,11709
1000848,11710
1000850,11711
1000849,11713
1000851,11714
1000852,11715
1000853,11716
1000854,11717
1000379,11732
8242,11744
8279,11745
8277,11746
8275,11747
8249,11748
8274,11749
8513,11750
8250,11751
8512,11752
8259,11753
8248,11754
8514,11755
8299,11761
8289,11763
8290,11764
8291,11765
8292,11766
8270,11767
8283,11768
8284,11769
8285,11770
8286,11771
8287,11772
8288,11773
7316,11774
1000190,11794
1000189,11795
1000188,11796
8331,11824
8332,11825
8333,11826
8340,11827
7612,11828
8341,11829
7773,11833
7774,11834
4488,11835
8385,11836
8389,11837
8390,11838
8391,11839
8386,11840
8406,11842
8407,11846
8382,11847
8408,11848
8409,11849
8422,11855
8423,11856
8424,11857
8425,11858
8426,11859
8400,11860
8427,11861
8428,11862
8434,11863
8435,11864
8436,11865
8451,11893
8456,11894
8458,11896
8410,11900
8411,11901
8412,11902
8413,11903
6328,11904
8402,11905
8403,11906
8414,11907
6329,11908
8415,11909
8401,11910
8416,11911
8404,11912
8405,11913
8417,11914
19100,11919
19103,11921
19102,11922
19101,11923
9032,11924
8334,11926
8335,11927
8336,11928
8337,11929
8338,11930
8339,11931
8473,11935
8474,11936
8487,11959
8488,11960
8485,11961
8486,11962
12331,11966
7389,11967
7709,11970
8495,11972
8500,11973
8501,11974
8496,11975
8497,11977
8498,11978
8499,11980
8577,11984
8521,11985
8576,11986
13163,11988
8551,12006
8552,12009
8558,12017
8559,12018
7492,12019
8560,12020
8561,12021
8562,12022
8555,12025
8556,12026
8575,12032
8578,12036
8579,12037
8580,12038
8581,12039
8583,12040
8584,12041
8585,12042
8494,12047
8661,12058
8660,12060
8627,12065
8628,12066
10045,12067
10044,12068
8629,12069
8607,12070
8631,12072
8632,12073
8634,12074
8637,12075
8638,12076
8640,12077
8642,12078
8650,12079
8643,12080
8644,12081
8645,12082
8651,12083
8652,12084
8653,12085
8654,12086
8655,12087
8656,12088
8657,12089
8669,12099
7939,12100
9655,12167
9659,12170
9228,12171
9633,12172
8725,12173
8726,12174
8727,12175
9103,12176
9104,12177
9106,12180
9107,12181
8741,12183
8742,12184
8743,12185
8744,12186
8745,12187
8746,12188
8764,12233
8781,12240
1000361,12245
1000362,12246
1000357,12249
1365,12266
1366,12267
2201,12268
2202,12269
1988,12270
1852,12271
11390,12281
9265,12282
11403,12283
9267,12284
2502,12285
8765,12286
2503,12287
8775,12288
965,12289
8776,12290
775,12291
8326,12299
8800,12302
4515,12304
4534,12305
4516,12306
4517,12307
4518,12308
8804,12309
8805,12310
8807,12311
8806,12312
8783,12325
8814,12326
8815,12327
8816,12328
8813,12329
8453,12334
8831,12359
7701,12360
8836,12375
9630,12376
8838,12378
8839,12379
8051,12382
8841,12383
8842,12384
8052,12385
8849,12392
8850,12393
8851,12394
8852,12395
8760,12396
8759,12397
8761,12398
1000531,12400
8857,12401
8858,12402
8859,12403
8860,12404
8867,12406
11697,12407
11691,12408
8300,12409
8866,12412
8879,12425
8880,12426
8881,12428
8882,12430
8883,12431
8884,12432
8885,12434
1636,12444
9641,12446
9642,12447
9643,12448
9644,12450
8934,12451
8935,12452
8961,12480
7274,12489
1000693,12492
1000692,12493
1000695,12496
1000680,12497
1000681,12498
1000697,12500
1000682,12501
1000698,12502
1000683,12503
1000684,12504
1000699,12505
8328,12518
8996,12519
8782,12520
8997,12522
9024,12536
9025,12537
9026,12538
8803,12539
9027,12540
9028,12541
8862,12542
8817,12543
9029,12544
9030,12545
9017,12546
9019,12547
9020,12548
9021,12549
9022,12550
9012,12551
9009,12552
9013,12553
9014,12554
9010,12555
9011,12556
9004,12557
9008,12558
9036,12559
9034,12560
9002,12561
9037,12562
9035,12563
8871,12564
9048,12566
7834,12567
7480,12568
8936,12569
8937,12570
8914,12571
8938,12572
8943,12573
8944,12574
8945,12575
7272,12576
9015,12586
7604,12587
9016,12588
9067,12590
8915,12601
8904,12602
8916,12603
7971,12604
8909,12606
8910,12607
8905,12609
6080,12613
5853,12614
8903,12615
8906,12616
8907,12617
9126,12618
9081,12619
9082,12620
9083,12621
8998,12622
9084,12623
9085,12624
9086,12625
9668,12626
5639,12627
