provinceID,province,cityID,city,areaID,area,cityLevelID,cityLevel
28,新疆,2829,阿克苏,6,西北,4,四线城市
28,新疆,2830,和田,6,西北,5,五线城市
28,新疆,2831,塔城,6,西北,5,五线城市
28,新疆,2832,吐鲁番,6,西北,5,五线城市
28,新疆,2833,哈密,6,西北,5,五线城市
28,新疆,2834,阿勒泰,6,西北,5,五线城市
29,云南,2901,昆明,7,西南,2,二线城市
29,云南,2902,玉溪,7,西南,4,四线城市
29,云南,2903,曲靖,7,西南,4,四线城市
29,云南,2907,保山,7,西南,5,五线城市
29,云南,2911,临沧,7,西南,5,五线城市
29,云南,2914,文山,7,西南,5,五线城市
29,云南,2915,西双版纳,7,西南,5,五线城市
29,云南,2918,昭通,7,西南,5,五线城市
29,云南,2922,丽江,7,西南,5,五线城市
29,云南,2923,红河,7,西南,4,四线城市
29,云南,2925,德宏,7,西南,5,五线城市
29,云南,2927,怒江,7,西南,5,五线城市
29,云南,2928,迪庆,7,西南,5,五线城市
29,云南,2929,普洱,7,西南,5,五线城市
30,浙江,3001,杭州,3,华东,1,一线城市
30,浙江,3002,宁波,3,华东,2,二线城市
30,浙江,3003,温州,3,华东,2,二线城市
30,浙江,3005,嘉兴,3,华东,3,三线城市
30,浙江,3006,金华,3,华东,3,三线城市
30,浙江,3009,丽水,3,华东,4,四线城市
30,浙江,3011,湖州,3,华东,3,三线城市
30,浙江,3012,衢州,3,华东,4,四线城市
30,浙江,3015,台州,3,华东,3,三线城市
30,浙江,3016,绍兴,3,华东,3,三线城市
30,浙江,3020,舟山,3,华东,5,五线城市
31,重庆,3101,重庆,7,西南,1,一线城市
28,新疆,3203,阿拉尔,6,西北,5,五线城市
27,西藏,3204,阿里,7,西南,5,五线城市
8,海南,3205,白沙,4,华南,5,五线城市
8,海南,3206,保亭,4,华南,5,五线城市
28,新疆,3207,北屯,6,西北,5,五线城市
27,西藏,3208,昌都,7,西南,5,五线城市
8,海南,3209,昌江,4,华南,5,五线城市
8,海南,3210,澄迈,4,华南,5,五线城市
8,海南,3211,儋州,4,华南,5,五线城市
8,海南,3212,定安,4,华南,5,五线城市
8,海南,3213,东方,4,华南,5,五线城市
20,青海,3214,果洛,6,西北,5,五线城市
20,青海,3215,海东,6,西北,5,五线城市
20,青海,3216,黄南,6,西北,5,五线城市
10,河南,3217,济源,5,华中,5,五线城市
10,河南,3217,济源市,5,华中,5,五线城市
28,新疆,3218,克孜勒苏柯尔克孜,6,西北,5,五线城市
28,新疆,3218,克孜勒苏,6,西北,5,五线城市
8,海南,3219,乐东,4,华南,5,五线城市
8,海南,3220,临高,4,华南,5,五线城市
8,海南,3221,陵水,4,华南,5,五线城市
12,湖北,3222,潜江,5,华中,5,五线城市
8,海南,3223,琼海,4,华南,5,五线城市
8,海南,3224,琼中,4,华南,5,五线城市
27,西藏,3225,日喀则,7,西南,5,五线城市
8,海南,3226,三沙,4,华南,5,五线城市
8,海南,3226,南沙群岛,4,华南,5,五线城市
8,海南,3226,西沙群岛,4,华南,5,五线城市
8,海南,3226,中沙群岛的岛礁及其海域,4,华南,5,五线城市
27,西藏,3227,山南市,7,西南,5,五线城市
27,西藏,3227,山南,7,西南,5,五线城市
12,湖北,3228,神农架,5,华中,5,五线城市
28,新疆,3229,石河子,6,西北,5,五线城市
12,湖北,3231,天门,5,华中,5,五线城市
8,海南,3233,万宁,4,华南,5,五线城市
8,海南,3234,文昌,4,华南,5,五线城市
28,新疆,3235,五家渠,6,西北,5,五线城市
8,海南,3236,五指山,4,华南,5,五线城市
12,湖北,3237,仙桃,5,华中,5,五线城市
20,青海,3238,玉树,6,西北,5,五线城市
28,新疆,3239,双河,6,西北,5,五线城市
28,新疆,3240,铁门关,6,西北,5,五线城市
28,新疆,3242,图木舒克,6,西北,5,五线城市
8,海南,3243,屯昌,4,华南,5,五线城市
28,新疆,3244,可克达拉,6,西北,5,五线城市
12,湖北,422800,恩施,5,华中,4,四线城市
29,云南,532300,楚雄,7,西南,5,五线城市
29,云南,532900,大理,7,西南,5,五线城市
4,甘肃,622900,临夏,6,西北,5,五线城市
28,新疆,652300,昌吉,6,西北,5,五线城市
