provinceID,province,cityID,city,areaID,area,cityLevelID,cityLevel,cigCityID,cigCityName,adcode,adname,longitude,latitude
23,陕西,2304,榆林,6,西北,3,三线城市,2304,榆林,610800,榆林市,109.741193,38.290162
23,陕西,2305,宝鸡,6,西北,4,四线城市,2305,宝鸡,610300,宝鸡市,107.14487,34.369315
23,陕西,2306,安康,6,西北,5,五线城市,2306,安康,610900,安康市,109.029273,32.6903
23,陕西,2307,汉中,6,西北,4,四线城市,2307,汉中,610700,汉中市,107.028621,33.077668
23,陕西,2308,延安,6,西北,4,四线城市,2308,延安,610600,延安市,109.49081,36.596537
23,陕西,2310,铜川,6,西北,5,五线城市,2310,铜川,610200,铜川市,108.979608,34.916582
23,陕西,2313,商洛,6,西北,5,五线城市,2313,商洛,611000,商洛市,109.939776,33.868319
24,上海,2401,上海,3,华东,1,一线城市,2401,上海,310000,上海市,121.472644,31.231706
25,四川,2501,成都,7,西南,1,一线城市,2501,成都,510100,成都市,104.065735,30.659462
25,四川,2502,绵阳,7,西南,4,四线城市,2502,绵阳,510700,绵阳市,104.741722,31.46402
25,四川,2503,遂宁,7,西南,5,五线城市,2503,遂宁,510900,遂宁市,105.571331,30.513311
25,四川,2504,攀枝花,7,西南,5,五线城市,2504,攀枝花,510400,攀枝花市,101.716007,26.580446
25,四川,2506,宜宾,7,西南,4,四线城市,2506,宜宾,511500,宜宾市,104.630825,28.760189
25,四川,2507,雅安,7,西南,5,五线城市,2507,雅安,511800,雅安市,103.001033,29.987722
