provinceID,province,cityID,city,areaID,area,cityLevelID,cityLevel,cigCityID,cigCityName,adcode,adname,longitude,latitude
25,四川,2508,自贡,7,西南,5,五线城市,2508,自贡,510300,自贡市,104.773447,29.352765
25,四川,2509,资阳,7,西南,5,五线城市,2509,资阳,512000,资阳市,104.641917,30.122211
25,四川,2510,广元,7,西南,5,五线城市,2510,广元,510800,广元市,105.829757,32.433668
25,四川,2511,德阳,7,西南,4,四线城市,2511,德阳,510600,德阳市,104.398651,31.127991
25,四川,2512,乐山,7,西南,4,四线城市,2512,乐山,511100,乐山市,103.761263,29.582024
25,四川,2513,南充,7,西南,4,四线城市,2513,南充,511300,南充市,106.082974,30.795281
25,四川,2514,眉山,7,西南,4,四线城市,2514,眉山,511400,眉山市,103.831788,30.048318
25,四川,2516,巴中,7,西南,5,五线城市,2516,巴中,511900,巴中市,106.753669,31.858809
25,四川,2517,泸州,7,西南,4,四线城市,2517,泸州,510500,泸州市,105.443348,28.889138
25,四川,2519,内江,7,西南,5,五线城市,2519,内江,511000,内江市,105.066138,29.58708
25,四川,2530,广安,7,西南,5,五线城市,2530,广安,511600,广安市,106.633369,30.456398
25,四川,2532,达州,7,西南,5,五线城市,2532,达州,511700,达州市,107.502262,31.209484
25,四川,2535,阿坝,7,西南,5,五线城市,2535,阿坝,513231,阿坝县,101.700985,32.904223
25,四川,2536,甘孜,7,西南,5,五线城市,2536,甘孜,513328,甘孜县,99.991753,31.61975
25,四川,2537,凉山,7,西南,5,五线城市,2537,凉山,513400,凉山彝族自治州,102.258746,27.886762
26,天津,2601,天津,2,华北,1,一线城市,2601,天津,120000,天津市,117.190182,39.125596
27,西藏,2701,拉萨,7,西南,5,五线城市,2701,拉萨,540100,拉萨市,91.132212,29.660361
27,西藏,2705,那曲,7,西南,5,五线城市,2705,那曲,542421,那曲县,92.061862,31.475756
27,西藏,2710,林芝,7,西南,5,五线城市,2710,林芝,540400,林芝市,95.466234,29.12808
28,新疆,2801,乌鲁木齐,6,西北,3,三线城市,2801,乌鲁木齐,650100,乌鲁木齐市,87.617733,43.792818
28,新疆,2801,米泉,6,西北,3,三线城市,2801,乌鲁木齐,650109,米东区,87.691186,44.070554
28,新疆,2803,克拉玛依,6,西北,5,五线城市,2803,克拉玛依,650200,克拉玛依市,84.873946,45.595886
28,新疆,2821,博尔塔拉,6,西北,5,五线城市,2821,博尔塔拉,652700,博尔塔拉蒙古自治州,82.074778,44.903258
28,新疆,2822,巴音郭楞,6,西北,5,五线城市,2822,巴音郭楞,652800,巴音郭楞蒙古自治州,86.150969,41.768552
28,新疆,2823,伊犁,6,西北,4,四线城市,2823,伊犁,654000,伊犁哈萨克自治州,81.317946,43.92186
28,新疆,2828,喀什,6,西北,5,五线城市,2828,喀什,653101,喀什市,75.98838,39.467861
28,新疆,2829,阿克苏,6,西北,4,四线城市,2829,阿克苏,652901,阿克苏市,80.2629,41.171272
28,新疆,2830,和田,6,西北,5,五线城市,2830,和田,653201,和田市,79.927542,37.108944
28,新疆,2831,塔城,6,西北,5,五线城市,2831,塔城,654201,塔城市,82.983988,46.746281
28,新疆,2832,吐鲁番,6,西北,5,五线城市,2832,吐鲁番,650400,吐鲁番市,89.266025,42.678924
28,新疆,2833,哈密,6,西北,5,五线城市,2833,哈密,652201,哈密市,93.509174,42.833888
28,新疆,2834,阿勒泰,6,西北,5,五线城市,2834,阿勒泰,654301,阿勒泰市,88.138743,47.848911
29,云南,2901,昆明,7,西南,2,二线城市,2901,昆明,530100,昆明市,102.712251,25.040609
29,云南,2902,玉溪,7,西南,4,四线城市,2902,玉溪,530400,玉溪市,102.543907,24.350461
29,云南,2903,曲靖,7,西南,4,四线城市,2903,曲靖,530300,曲靖市,103.797851,25.501557
29,云南,2907,保山,7,西南,5,五线城市,2907,保山,530500,保山市,99.167133,25.111802
29,云南,2911,临沧,7,西南,5,五线城市,2911,临沧,530900,临沧市,100.08697,23.886567
29,云南,2914,文山,7,西南,5,五线城市,2914,文山,532601,文山市,104.244277,23.369216
29,云南,2915,西双版纳,7,西南,5,五线城市,2915,西双版纳,532800,西双版纳傣族自治州,100.797941,22.001724
29,云南,2918,昭通,7,西南,5,五线城市,2918,昭通,530600,昭通市,103.717216,27.336999
29,云南,2922,丽江,7,西南,5,五线城市,2922,丽江,530700,丽江市,100.233026,26.872108
29,云南,2923,红河,7,西南,4,四线城市,2923,红河,532529,红河县,102.42121,23.369191
29,云南,2925,德宏,7,西南,5,五线城市,2925,德宏,533100,德宏傣族景颇族自治州,98.578363,24.436694
29,云南,2927,怒江,7,西南,5,五线城市,2927,怒江,533300,怒江傈僳族自治州,98.854304,25.850949
29,云南,2928,迪庆,7,西南,5,五线城市,2928,迪庆,533400,迪庆藏族自治州,99.706463,27.826853
29,云南,2929,普洱,7,西南,5,五线城市,2929,普洱,530800,普洱市,100.972344,22.777321
30,浙江,3001,杭州,3,华东,1,一线城市,3001,杭州,330100,杭州市,120.153576,30.287459
30,浙江,3002,宁波,3,华东,2,二线城市,3002,宁波,330200,宁波市,121.549792,29.868388
30,浙江,3003,温州,3,华东,2,二线城市,3003,温州,330300,温州市,120.672111,28.000575
30,浙江,3005,嘉兴,3,华东,3,三线城市,3005,嘉兴,330400,嘉兴市,120.750865,30.762653
30,浙江,3006,金华,3,华东,3,三线城市,3006,金华,330700,金华市,119.649506,29.089524
30,浙江,3009,丽水,3,华东,4,四线城市,3009,丽水,331100,丽水市,119.921786,28.451993
30,浙江,3011,湖州,3,华东,3,三线城市,3011,湖州,330500,湖州市,120.102398,30.867198
30,浙江,3012,衢州,3,华东,4,四线城市,3012,衢州,330800,衢州市,118.87263,28.941708
30,浙江,3015,台州,3,华东,3,三线城市,3015,台州,331000,台州市,121.428599,28.661378
30,浙江,3016,绍兴,3,华东,3,三线城市,3016,绍兴,330600,绍兴市,120.582112,29.997117
30,浙江,3020,舟山,3,华东,5,五线城市,3020,舟山,330900,舟山市,122.106863,30.016028
31,重庆,3101,重庆,7,西南,1,一线城市,3101,重庆,500000,重庆市,106.504962,29.533155
28,新疆,3203,阿拉尔,6,西北,5,五线城市,3203,阿拉尔,659002,阿拉尔市,81.285884,40.541914
27,西藏,3204,阿里,7,西南,5,五线城市,3204,阿里,542500,阿里地区,80.105498,32.503187
8,海南,3205,白沙,4,华南,5,五线城市,3205,白沙,469025,白沙黎族自治县,109.452606,19.224584
8,海南,3206,保亭,4,华南,5,五线城市,3206,保亭,469029,保亭黎族苗族自治县,109.70245,18.636371
28,新疆,3207,北屯,6,西北,5,五线城市,3207,北屯,659005,北屯市,87.824932,47.353177
27,西藏,3208,昌都,7,西南,5,五线城市,3208,昌都,540300,昌都市,97.178452,31.136875
8,海南,3209,昌江,4,华南,5,五线城市,3209,昌江,469026,昌江黎族自治县,109.053351,19.260968
8,海南,3210,澄迈,4,华南,5,五线城市,3210,澄迈,469023,澄迈县,110.007147,19.737095
8,海南,3211,儋州,4,华南,5,五线城市,3211,儋州,460400,儋州市,109.334586,19.574787
8,海南,3212,定安,4,华南,5,五线城市,3212,定安,469021,定安县,110.349235,19.684966
8,海南,3213,东方,4,华南,5,五线城市,3213,东方,469007,东方市,108.653789,19.10198
20,青海,3214,果洛,6,西北,5,五线城市,3214,果洛,632600,果洛藏族自治州,100.242143,34.4736
20,青海,3215,海东,6,西北,5,五线城市,3215,海东,630200,海东市,102.10327,36.502916
20,青海,3216,黄南,6,西北,5,五线城市,3216,黄南,632300,黄南藏族自治州,102.019988,35.517744
10,河南,3217,济源,5,华中,5,五线城市,3217,济源,419001,济源市,112.590047,35.090378
10,河南,3217,济源市,5,华中,5,五线城市,3217,济源,419001,济源市,112.590047,35.090378
28,新疆,3218,克孜勒苏柯尔克孜,6,西北,5,五线城市,3218,克孜勒苏柯尔克孜,653000,克孜勒苏柯尔克孜自治州,76.172825,39.713431
28,新疆,3218,克孜勒苏,6,西北,5,五线城市,3218,克孜勒苏柯尔克孜,653000,克孜勒苏柯尔克孜自治州,76.172825,39.713431
8,海南,3219,乐东,4,华南,5,五线城市,3219,乐东,469027,乐东黎族自治县,109.175444,18.74758
8,海南,3220,临高,4,华南,5,五线城市,3220,临高,469024,临高县,109.687697,19.908293
8,海南,3221,陵水,4,华南,5,五线城市,3221,陵水,469028,陵水黎族自治县,110.037218,18.505006
12,湖北,3222,潜江,5,华中,5,五线城市,3222,潜江,429005,潜江市,112.896866,30.421215
8,海南,3223,琼海,4,华南,5,五线城市,3223,琼海,469002,琼海市,110.466785,19.246011
8,海南,3224,琼中,4,华南,5,五线城市,3224,琼中,469030,琼中黎族苗族自治县,109.839996,19.03557
27,西藏,3225,日喀则,7,西南,5,五线城市,3225,日喀则,540200,日喀则市,88.885148,29.267519
8,海南,3226,三沙,4,华南,5,五线城市,3226,三沙,460300,三沙市,112.34882,16.831039
8,海南,3226,南沙群岛,4,华南,5,五线城市,3226,三沙,460322,南沙群岛,116.749998,11.471888
8,海南,3226,西沙群岛,4,华南,5,五线城市,3226,三沙,460321,西沙群岛,111.792944,16.204546
8,海南,3226,中沙群岛的岛礁及其海域,4,华南,5,五线城市,3226,三沙,460323,中沙群岛的岛礁及其海域,117.740071,15.112856
27,西藏,3227,山南市,7,西南,5,五线城市,3227,山南,542200,山南地区,91.766529,29.236023
27,西藏,3227,山南,7,西南,5,五线城市,3227,山南,542200,山南地区,91.766529,29.236023
12,湖北,3228,神农架,5,华中,5,五线城市,3228,神农架,429021,神农架林区,110.671525,31.744449
28,新疆,3229,石河子,6,西北,5,五线城市,3229,石河子,659001,石河子市,86.041075,44.305886
12,湖北,3231,天门,5,华中,5,五线城市,3231,天门,429006,天门市,113.165862,30.653061
8,海南,3233,万宁,4,华南,5,五线城市,3233,万宁,469006,万宁市,110.388793,18.796216
8,海南,3234,文昌,4,华南,5,五线城市,3234,文昌,469005,文昌市,110.753975,19.612986
28,新疆,3235,五家渠,6,西北,5,五线城市,3235,五家渠,659004,五家渠市,87.526884,44.167401
8,海南,3236,五指山,4,华南,5,五线城市,3236,五指山,469001,五指山市,109.516662,18.776921
12,湖北,3237,仙桃,5,华中,5,五线城市,3237,仙桃,429004,仙桃市,113.453974,30.364953
20,青海,3238,玉树,6,西北,5,五线城市,3238,玉树,632700,玉树藏族自治州,97.008522,33.004049
28,新疆,3239,双河,6,西北,5,五线城市,3239,双河,659007,双河市,82.353656,44.840524
28,新疆,3240,铁门关,6,西北,5,五线城市,3240,铁门关,659006,铁门关市,85.501218,41.827251
28,新疆,3242,图木舒克,6,西北,5,五线城市,3242,图木舒克,659003,图木舒克市,79.077978,39.867316
8,海南,3243,屯昌,4,华南,5,五线城市,3243,屯昌,469022,屯昌县,110.102773,19.362916
28,新疆,3244,可克达拉,6,西北,5,五线城市,3244,可克达拉,659008,可克达拉市,81.0445,43.9448
12,湖北,422800,恩施,5,华中,4,四线城市,422800,恩施,422801,恩施市,109.486761,30.282406
29,云南,532300,楚雄,7,西南,5,五线城市,532300,楚雄,532301,楚雄市,101.546145,25.040912
29,云南,532900,大理,7,西南,5,五线城市,532900,大理,532901,大理市,100.241369,25.593067
4,甘肃,622900,临夏,6,西北,5,五线城市,622900,临夏,622901,临夏市,103.211634,35.59941
28,新疆,652300,昌吉,6,西北,5,五线城市,652300,昌吉,652301,昌吉市,87.304112,44.013183
